,level_0,subject_id,block_id,file_position,trial_id,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,start,stop,duration,type_count,index,phase
1390,1390,1020,1,6513083,33.0,EFIX,L,1227747,1228396.0,650.0,651.6,530.2,2096,None,None,None,1223147,4600,5249.0,649.0,476,1390,nan
1391,1391,1020,1,6531611,34.0,EFIX,L,1229101,1229570.0,470.0,658.2,529.8,2248,None,None,None,1229094,7,476.0,469.0,477,1391,nan
1392,1392,1020,1,6531665,34.0,SSACC,L,1229571,nan,nan,None,None,None,None,None,None,1229094,477,nan,nan,445,1392,nan
1393,1393,1020,1,6532349,34.0,ESACC,L,1229571,1229588.0,18.0,655.3,529.2,664.6,478.4,1.35,110,1229094,477,494.0,17.0,445,1393,nan
1394,1394,1020,1,6546911,34.0,EFIX,L,1229589,1229979.0,391.0,664.9,469.6,2546,None,None,None,1229094,495,885.0,390.0,478,1394,nan
1395,1395,1020,1,6546965,34.0,SSACC,L,1229980,nan,nan,None,None,None,None,None,None,1229094,886,nan,nan,446,1395,nan
1396,1396,1020,1,6547908,34.0,ESACC,L,1229980,1230004.0,25.0,662.5,469.8,753.2,514.4,2.75,186,1229094,886,910.0,24.0,446,1396,nan
1397,1397,1020,1,6560916,34.0,EFIX,L,1230005,1230353.0,349.0,758.9,525.7,2890,None,None,None,1229094,911,1259.0,348.0,479,1397,nan
1398,1398,1020,1,6560970,34.0,SSACC,L,1230354,nan,nan,None,None,None,None,None,None,1229094,1260,nan,nan,447,1398,nan
1399,1399,1020,1,6561839,34.0,ESACC,L,1230354,1230376.0,23.0,755.1,525.8,677.0,506.0,2.20,159,1229094,1260,1282.0,22.0,447,1399,nan
1400,1400,1020,1,6600081,34.0,EFIX,L,1230377,1231407.0,1031.0,662.6,508.6,3435,None,None,None,1229094,1283,2313.0,1030.0,480,1400,nan
1401,1401,1020,1,6600136,34.0,SSACC,L,1231408,nan,nan,None,None,None,None,None,None,1229094,2314,nan,nan,448,1401,nan
1402,1402,1020,1,6600820,34.0,ESACC,L,1231408,1231425.0,18.0,660.3,515.5,624.1,541.7,1.20,95,1229094,2314,2331.0,17.0,448,1402,nan
1403,1403,1020,1,6622190,34.0,EFIX,L,1231426,1232000.0,575.0,627.7,550.2,3290,None,None,None,1229094,2332,2906.0,574.0,481,1403,nan
1404,1404,1020,1,6622244,34.0,SSACC,L,1232001,nan,nan,None,None,None,None,None,None,1229094,2907,nan,nan,449,1404,nan
1405,1405,1020,1,6629581,34.0,EBLINK,L,1232045,1232227.0,183.0,None,None,None,None,None,None,1229094,2951,3133.0,182.0,28,1405,nan
1406,1406,1020,1,6631794,34.0,ESACC,L,1232001,1232286.0,286.0,633.5,547.3,648.2,462.6,2.25,801,1229094,2907,3192.0,285.0,449,1406,nan
1407,1407,1020,1,6641769,34.0,EFIX,L,1232287,1232553.0,267.0,641.2,479.0,3716,None,None,None,1229094,3193,3459.0,266.0,482,1407,nan
1408,1408,1020,1,6641823,34.0,SSACC,L,1232554,nan,nan,None,None,None,None,None,None,1229094,3460,nan,nan,450,1408,nan
1409,1409,1020,1,6644209,34.0,ESACC,L,1232554,1232617.0,64.0,634.8,494.8,670.1,866.7,9.31,233,1229094,3460,3523.0,63.0,450,1409,nan
1410,1410,1020,1,6659104,34.0,EFIX,L,1232618,1233017.0,400.0,669.2,843.1,4076,None,None,None,1229094,3524,3923.0,399.0,483,1410,nan
1411,1411,1020,1,6659158,34.0,SSACC,L,1233018,nan,nan,None,None,None,None,None,None,1229094,3924,nan,nan,451,1411,nan
1412,1412,1020,1,6661285,34.0,ESACC,L,1233018,1233074.0,57.0,677.5,838.0,690.1,508.2,8.24,245,1229094,3924,3980.0,56.0,451,1412,nan
1413,1413,1020,1,6668817,34.0,EFIX,L,1233075,1233275.0,201.0,690.9,515.5,3940,None,None,None,1229094,3981,4181.0,200.0,484,1413,nan
1414,1414,1020,1,6668871,34.0,SSACC,L,1233276,nan,nan,None,None,None,None,None,None,1229094,4182,nan,nan,452,1414,nan
1415,1415,1020,1,6669740,34.0,ESACC,L,1233276,1233298.0,23.0,689.9,516.6,631.8,502.7,1.64,123,1229094,4182,4204.0,22.0,452,1415,nan
1416,1416,1020,1,6690888,34.0,EFIX,L,1233299,1233867.0,569.0,633.3,508.9,3904,None,None,None,1229094,4205,4773.0,568.0,485,1416,nan
1417,1417,1020,1,6690942,34.0,SSACC,L,1233868,nan,nan,None,None,None,None,None,None,1229094,4774,nan,nan,453,1417,nan
1418,1418,1020,1,6691515,34.0,ESACC,L,1233868,1233882.0,15.0,628.5,511.4,599.1,506.1,0.82,73,1229094,4774,4788.0,14.0,453,1418,nan
1419,1419,1020,1,6707130,34.0,EFIX,L,1233883,1234299.0,417.0,614.2,507.9,4016,None,None,None,1229094,4789,5205.0,416.0,486,1419,nan
1420,1420,1020,1,6707184,34.0,SSACC,L,1234300,nan,nan,None,None,None,None,None,None,1229094,5206,nan,nan,454,1420,nan
1421,1421,1020,1,6708904,34.0,ESACC,L,1234300,1234345.0,46.0,621.0,496.8,658.1,490.4,1.03,106,1229094,5206,5251.0,45.0,454,1421,nan
1422,1422,1020,1,6741075,35.0,EFIX,L,1234982,1235819.0,838.0,658.5,532.8,2490,None,None,None,1234975,7,844.0,837.0,487,1422,nan
1423,1423,1020,1,6741129,35.0,SSACC,L,1235820,nan,nan,None,None,None,None,None,None,1234975,845,nan,nan,455,1423,nan
1424,1424,1020,1,6741776,35.0,ESACC,L,1235820,1235836.0,17.0,652.9,528.3,690.9,521.1,1.06,87,1234975,845,861.0,16.0,455,1424,nan
1425,1425,1020,1,6752342,35.0,EFIX,L,1235837,1236119.0,283.0,691.8,514.1,3092,None,None,None,1234975,862,1144.0,282.0,488,1425,nan
1426,1426,1020,1,6752396,35.0,SSACC,L,1236120,nan,nan,None,None,None,None,None,None,1234975,1145,nan,nan,456,1426,nan
1427,1427,1020,1,6753117,35.0,ESACC,L,1236120,1236138.0,19.0,686.8,512.1,639.4,513.5,1.30,106,1234975,1145,1163.0,18.0,456,1427,nan
1428,1428,1020,1,6798204,35.0,EFIX,L,1236139,1237354.0,1216.0,643.4,516.8,3623,None,None,None,1234975,1164,2379.0,1215.0,489,1428,nan
1429,1429,1020,1,6798259,35.0,SSACC,L,1237355,nan,nan,None,None,None,None,None,None,1234975,2380,nan,nan,457,1429,nan
1430,1430,1020,1,6798869,35.0,ESACC,L,1237355,1237370.0,16.0,658.9,498.3,650.1,529.1,0.84,72,1234975,2380,2395.0,15.0,457,1430,nan
1431,1431,1020,1,6804699,35.0,EFIX,L,1237371,1237525.0,155.0,653.8,529.1,4001,None,None,None,1234975,2396,2550.0,154.0,490,1431,nan
1432,1432,1020,1,6804753,35.0,SSACC,L,1237526,nan,nan,None,None,None,None,None,None,1234975,2551,nan,nan,458,1432,nan
1433,1433,1020,1,6807028,35.0,ESACC,L,1237526,1237586.0,61.0,655.5,533.4,571.7,947.6,10.37,287,1234975,2551,2611.0,60.0,458,1433,nan
1434,1434,1020,1,6814671,35.0,EFIX,L,1237587,1237790.0,204.0,569.1,940.6,3570,None,None,None,1234975,2612,2815.0,203.0,491,1434,nan
1435,1435,1020,1,6814725,35.0,SSACC,L,1237791,nan,nan,None,None,None,None,None,None,1234975,2816,nan,nan,459,1435,nan
1436,1436,1020,1,6816667,35.0,ESACC,L,1237791,1237842.0,52.0,569.3,942.1,649.7,562.3,9.51,368,1234975,2816,2867.0,51.0,459,1436,nan
1437,1437,1020,1,6830452,35.0,EFIX,L,1237843,1238212.0,370.0,653.6,567.5,3284,None,None,None,1234975,2868,3237.0,369.0,492,1437,nan
1438,1438,1020,1,6830506,35.0,SSACC,L,1238213,nan,nan,None,None,None,None,None,None,1234975,3238,nan,nan,460,1438,nan
1439,1439,1020,1,6833891,35.0,ESACC,L,1238213,1238303.0,91.0,657.1,570.0,675.6,450.6,3.15,489,1234975,3238,3328.0,90.0,460,1439,nan
1440,1440,1020,1,6840831,35.0,EFIX,L,1238304,1238488.0,185.0,668.9,486.8,3343,None,None,None,1234975,3329,3513.0,184.0,493,1440,nan
1441,1441,1020,1,6840885,35.0,SSACC,L,1238489,nan,nan,None,None,None,None,None,None,1234975,3514,nan,nan,461,1441,nan
1442,1442,1020,1,6841273,35.0,ESACC,L,1238489,1238498.0,10.0,669.7,499.8,674.3,514.2,0.40,45,1234975,3514,3523.0,9.0,461,1442,nan
1443,1443,1020,1,6853911,35.0,EFIX,L,1238499,1238837.0,339.0,671.3,522.8,3296,None,None,None,1234975,3524,3862.0,338.0,494,1443,nan
1444,1444,1020,1,6853965,35.0,SSACC,L,1238838,nan,nan,None,None,None,None,None,None,1234975,3863,nan,nan,462,1444,nan
1445,1445,1020,1,6854649,35.0,ESACC,L,1238838,1238855.0,18.0,667.6,517.6,632.0,526.5,1.00,67,1234975,3863,3880.0,17.0,462,1445,nan
1446,1446,1020,1,6862699,35.0,EFIX,L,1238856,1239070.0,215.0,629.1,528.8,3311,None,None,None,1234975,3881,4095.0,214.0,495,1446,nan
1447,1447,1020,1,6862753,35.0,SSACC,L,1239071,nan,nan,None,None,None,None,None,None,1234975,4096,nan,nan,463,1447,nan
1448,1448,1020,1,6865916,35.0,ESACC,L,1239071,1239155.0,85.0,626.8,531.5,856.5,964.2,12.17,224,1234975,4096,4180.0,84.0,463,1448,nan
1449,1449,1020,1,6871154,35.0,EFIX,L,1239156,1239294.0,139.0,852.9,955.9,3499,None,None,None,1234975,4181,4319.0,138.0,496,1449,nan
1450,1450,1020,1,6871208,35.0,SSACC,L,1239295,nan,nan,None,None,None,None,None,None,1234975,4320,nan,nan,464,1450,nan
1451,1451,1020,1,6873890,35.0,ESACC,L,1239295,1239366.0,72.0,852.6,952.9,655.3,522.8,11.72,242,1234975,4320,4391.0,71.0,464,1451,nan
1452,1452,1020,1,6887527,35.0,EFIX,L,1239367,1239732.0,366.0,648.1,528.6,3388,None,None,None,1234975,4392,4757.0,365.0,497,1452,nan
1453,1453,1020,1,6887581,35.0,SSACC,L,1239733,nan,nan,None,None,None,None,None,None,1234975,4758,nan,nan,465,1453,nan
1454,1454,1020,1,6888413,35.0,ESACC,L,1239733,1239754.0,22.0,645.7,531.5,611.3,546.2,1.02,94,1234975,4758,4779.0,21.0,465,1454,nan
1455,1455,1020,1,6897536,35.0,EFIX,L,1239755,1239998.0,244.0,617.8,549.5,3445,None,None,None,1234975,4780,5023.0,243.0,498,1455,nan
1456,1456,1020,1,6897590,35.0,SSACC,L,1239999,nan,nan,None,None,None,None,None,None,1234975,5024,nan,nan,466,1456,nan
1457,1457,1020,1,6899902,35.0,ESACC,L,1239999,1240060.0,62.0,617.9,552.4,561.7,933.9,9.45,270,1234975,5024,5085.0,61.0,466,1457,nan
1458,1458,1020,1,6905231,35.0,EFIX,L,1240061,1240199.0,139.0,550.3,925.8,3747,None,None,None,1234975,5086,5224.0,138.0,499,1458,nan
1459,1459,1020,1,6905285,35.0,SSACC,L,1240200,nan,nan,None,None,None,None,None,None,1234975,5225,nan,nan,467,1459,nan
1460,1460,1020,1,6906265,35.0,ESACC,L,1240200,1240225.0,26.0,548.4,923.0,607.2,696.6,5.67,392,1234975,5225,5250.0,25.0,467,1460,nan
1461,1461,1020,1,6930805,36.0,EFIX,L,1240865,1241494.0,630.0,648.5,551.1,2592,None,None,None,1240856,9,638.0,629.0,500,1461,nan
1462,1462,1020,1,6930859,36.0,SSACC,L,1241495,nan,nan,None,None,None,None,None,None,1240856,639,nan,nan,468,1462,nan
1463,1463,1020,1,6934781,36.0,EBLINK,L,1241533,1241612.0,80.0,None,None,None,None,None,None,1240856,677,756.0,79.0,29,1463,nan
1464,1464,1020,1,6936512,36.0,ESACC,L,1241495,1241658.0,164.0,648.6,546.9,635.3,455.7,2.41,3270,1240856,639,802.0,163.0,468,1464,nan
1465,1465,1020,1,6946524,36.0,EFIX,L,1241659,1241926.0,268.0,633.6,508.6,3189,None,None,None,1240856,803,1070.0,267.0,501,1465,nan
1466,1466,1020,1,6946578,36.0,SSACC,L,1241927,nan,nan,None,None,None,None,None,None,1240856,1071,nan,nan,469,1466,nan
1467,1467,1020,1,6947336,36.0,ESACC,L,1241927,1241946.0,20.0,633.2,516.5,597.7,556.3,1.42,97,1240856,1071,1090.0,19.0,469,1467,nan
1468,1468,1020,1,6954017,36.0,EFIX,L,1241947,1242124.0,178.0,604.7,562.3,3476,None,None,None,1240856,1091,1268.0,177.0,502,1468,nan
1469,1469,1020,1,6954071,36.0,SSACC,L,1242125,nan,nan,None,None,None,None,None,None,1240856,1269,nan,nan,470,1469,nan
1470,1470,1020,1,6954829,36.0,ESACC,L,1242125,1242144.0,20.0,605.7,561.7,653.3,579.8,1.38,112,1240856,1269,1288.0,19.0,470,1470,nan
1471,1471,1020,1,6965913,36.0,EFIX,L,1242145,1242441.0,297.0,640.9,580.7,3717,None,None,None,1240856,1289,1585.0,296.0,503,1471,nan
1472,1472,1020,1,6965967,36.0,SSACC,L,1242442,nan,nan,None,None,None,None,None,None,1240856,1586,nan,nan,471,1472,nan
1473,1473,1020,1,6966429,36.0,ESACC,L,1242442,1242453.0,12.0,637.9,579.6,622.0,559.8,0.67,67,1240856,1586,1597.0,11.0,471,1473,nan
1474,1474,1020,1,6997382,36.0,EFIX,L,1242454,1243287.0,834.0,627.4,550.6,3897,None,None,None,1240856,1598,2431.0,833.0,504,1474,nan
1475,1475,1020,1,6997436,36.0,SSACC,L,1243288,nan,nan,None,None,None,None,None,None,1240856,2432,nan,nan,472,1475,nan
1476,1476,1020,1,7000007,36.0,ESACC,L,1243288,1243356.0,69.0,631.4,532.5,762.8,898.2,9.68,230,1240856,2432,2500.0,68.0,472,1476,nan
1477,1477,1020,1,7006947,36.0,EFIX,L,1243357,1243541.0,185.0,764.8,902.1,3520,None,None,None,1240856,2501,2685.0,184.0,505,1477,nan
1478,1478,1020,1,7007001,36.0,SSACC,L,1243542,nan,nan,None,None,None,None,None,None,1240856,2686,nan,nan,473,1478,nan
1479,1479,1020,1,7008832,36.0,ESACC,L,1243542,1243590.0,49.0,773.0,906.4,683.3,526.5,9.66,343,1240856,2686,2734.0,48.0,473,1479,nan
1480,1480,1020,1,7018103,36.0,EFIX,L,1243591,1243838.0,248.0,689.0,533.3,3172,None,None,None,1240856,2735,2982.0,247.0,506,1480,nan
1481,1481,1020,1,7018157,36.0,SSACC,L,1243839,nan,nan,None,None,None,None,None,None,1240856,2983,nan,nan,474,1481,nan
1482,1482,1020,1,7023691,36.0,EBLINK,L,1243877,1244008.0,132.0,None,None,None,None,None,None,1240856,3021,3152.0,131.0,30,1482,nan
1483,1483,1020,1,7025534,36.0,ESACC,L,1243839,1244057.0,219.0,691.5,537.1,670.6,445.9,2.45,843,1240856,2983,3201.0,218.0,474,1483,nan
1484,1484,1020,1,7038173,36.0,EFIX,L,1244058,1244396.0,339.0,650.0,483.6,3672,None,None,None,1240856,3202,3540.0,338.0,507,1484,nan
1485,1485,1020,1,7038227,36.0,SSACC,L,1244397,nan,nan,None,None,None,None,None,None,1240856,3541,nan,nan,475,1485,nan
1486,1486,1020,1,7040761,36.0,ESACC,L,1244397,1244464.0,68.0,642.4,496.0,785.3,923.4,11.18,273,1240856,3541,3608.0,67.0,475,1486,nan
1487,1487,1020,1,7048700,36.0,EFIX,L,1244465,1244676.0,212.0,778.6,912.4,3864,None,None,None,1240856,3609,3820.0,211.0,508,1487,nan
1488,1488,1020,1,7048754,36.0,SSACC,L,1244677,nan,nan,None,None,None,None,None,None,1240856,3821,nan,nan,476,1488,nan
1489,1489,1020,1,7051177,36.0,ESACC,L,1244677,1244741.0,65.0,780.3,911.9,672.3,544.3,9.48,358,1240856,3821,3885.0,64.0,476,1489,nan
1490,1490,1020,1,7058302,36.0,EFIX,L,1244742,1244931.0,190.0,674.9,572.5,3730,None,None,None,1240856,3886,4075.0,189.0,509,1490,nan
1491,1491,1020,1,7058356,36.0,SSACC,L,1244932,nan,nan,None,None,None,None,None,None,1240856,4076,nan,nan,477,1491,nan
1492,1492,1020,1,7064232,36.0,EBLINK,L,1244965,1245113.0,149.0,None,None,None,None,None,None,1240856,4109,4257.0,148.0,31,1492,nan
1493,1493,1020,1,7066963,36.0,ESACC,L,1244932,1245186.0,255.0,674.6,574.3,639.0,437.1,3.70,693,1240856,4076,4330.0,254.0,477,1493,nan
1494,1494,1020,1,7069538,36.0,EFIX,L,1245187,1245253.0,67.0,638.6,438.8,3960,None,None,None,1240856,4331,4397.0,66.0,510,1494,nan
1495,1495,1020,1,7069591,36.0,SSACC,L,1245254,nan,nan,None,None,None,None,None,None,1240856,4398,nan,nan,478,1495,nan
1496,1496,1020,1,7070275,36.0,ESACC,L,1245254,1245271.0,18.0,637.7,445.3,666.9,485.4,1.33,101,1240856,4398,4415.0,17.0,478,1496,nan
1497,1497,1020,1,7078177,36.0,EFIX,L,1245272,1245482.0,211.0,656.7,503.2,3927,None,None,None,1240856,4416,4626.0,210.0,511,1497,nan
1498,1498,1020,1,7078231,36.0,SSACC,L,1245483,nan,nan,None,None,None,None,None,None,1240856,4627,nan,nan,479,1498,nan
1499,1499,1020,1,7078619,36.0,ESACC,L,1245483,1245492.0,10.0,657.2,519.0,665.4,535.0,0.47,55,1240856,4627,4636.0,9.0,479,1499,nan
1500,1500,1020,1,7098378,36.0,EFIX,L,1245493,1246021.0,529.0,657.2,532.1,3873,None,None,None,1240856,4637,5165.0,528.0,512,1500,nan
1501,1501,1020,1,7098432,36.0,SSACC,L,1246022,nan,nan,None,None,None,None,None,None,1240856,5166,nan,nan,480,1501,nan
1502,1502,1020,1,7099079,36.0,ESACC,L,1246022,1246038.0,17.0,650.9,527.3,618.3,527.4,0.89,80,1240856,5166,5182.0,16.0,480,1502,nan
1503,1503,1020,1,7101727,36.0,EFIX,L,1246039,1246107.0,69.0,625.1,530.2,3724,None,None,None,1240856,5183,5251.0,68.0,513,1503,nan
1504,1504,2100,2,23493,1.0,EFIX,L,2530859,2531219.0,361.0,646.3,507.8,1839,None,None,None,2530852,7,367.0,360.0,514,1504,nan
1505,1505,2100,2,23547,1.0,SSACC,L,2531220,nan,nan,None,None,None,None,None,None,2530852,368,nan,nan,481,1505,nan
1506,1506,2100,2,24453,1.0,ESACC,L,2531220,2531243.0,24.0,646.3,510.9,590.1,597.1,2.70,238,2530852,368,391.0,23.0,481,1506,nan
1507,1507,2100,2,30505,1.0,EFIX,L,2531244,2531404.0,161.0,595.9,593.3,1892,None,None,None,2530852,392,552.0,160.0,515,1507,nan
1508,1508,2100,2,30559,1.0,SSACC,L,2531405,nan,nan,None,None,None,None,None,None,2530852,553,nan,nan,482,1508,nan
1509,1509,2100,2,31465,1.0,ESACC,L,2531405,2531428.0,24.0,593.7,596.0,593.8,640.0,1.12,136,2530852,553,576.0,23.0,482,1509,nan
1510,1510,2100,2,50615,1.0,EFIX,L,2531429,2531943.0,515.0,588.6,636.8,2179,None,None,None,2530852,577,1091.0,514.0,516,1510,nan
1511,1511,2100,2,50669,1.0,SSACC,L,2531944,nan,nan,None,None,None,None,None,None,2530852,1092,nan,nan,483,1511,nan
1512,1512,2100,2,52981,1.0,ESACC,L,2531944,2532005.0,62.0,582.5,638.2,521.2,432.4,5.58,286,2530852,1092,1153.0,61.0,483,1512,nan
1513,1513,2100,2,59144,1.0,EFIX,L,2532006,2532169.0,164.0,522.6,411.2,2520,None,None,None,2530852,1154,1317.0,163.0,517,1513,nan
1514,1514,2100,2,59198,1.0,SSACC,L,2532170,nan,nan,None,None,None,None,None,None,2530852,1318,nan,nan,484,1514,nan
1515,1515,2100,2,61806,1.0,ESACC,L,2532170,2532239.0,70.0,527.1,406.9,308.9,242.5,7.42,277,2530852,1318,1387.0,69.0,484,1515,nan
1516,1516,2100,2,72779,1.0,EFIX,L,2532240,2532533.0,294.0,296.5,240.2,2706,None,None,None,2530852,1388,1681.0,293.0,518,1516,nan
1517,1517,2100,2,72833,1.0,SSACC,L,2532534,nan,nan,None,None,None,None,None,None,2530852,1682,nan,nan,485,1517,nan
1518,1518,2100,2,74775,1.0,ESACC,L,2532534,2532585.0,52.0,298.3,244.2,214.0,346.2,3.53,266,2530852,1682,1733.0,51.0,485,1518,nan
1519,1519,2100,2,83417,1.0,EFIX,L,2532586,2532816.0,231.0,214.6,355.0,2845,None,None,None,2530852,1734,1964.0,230.0,519,1519,nan
1520,1520,2100,2,83471,1.0,SSACC,L,2532817,nan,nan,None,None,None,None,None,None,2530852,1965,nan,nan,486,1520,nan
1521,1521,2100,2,85524,1.0,ESACC,L,2532817,2532871.0,55.0,216.7,355.6,494.5,309.4,7.66,370,2530852,1965,2019.0,54.0,486,1521,nan
1522,1522,2100,2,92205,1.0,EFIX,L,2532872,2533049.0,178.0,520.6,305.2,2847,None,None,None,2530852,2020,2197.0,177.0,520,1522,nan
1523,1523,2100,2,92259,1.0,SSACC,L,2533050,nan,nan,None,None,None,None,None,None,2530852,2198,nan,nan,487,1523,nan
1524,1524,2100,2,94608,1.0,ESACC,L,2533050,2533112.0,63.0,523.0,304.6,929.9,273.2,11.27,398,2530852,2198,2260.0,62.0,487,1524,nan
1525,1525,2100,2,98033,1.0,EFIX,L,2533113,2533202.0,90.0,946.9,272.0,2820,None,None,None,2530852,2261,2350.0,89.0,521,1525,nan
1526,1526,2100,2,98086,1.0,SSACC,L,2533203,nan,nan,None,None,None,None,None,None,2530852,2351,nan,nan,488,1526,nan
1527,1527,2100,2,100472,1.0,ESACC,L,2533203,2533266.0,64.0,950.2,274.9,621.2,431.6,9.96,623,2530852,2351,2414.0,63.0,488,1527,nan
1528,1528,2100,2,106006,1.0,EFIX,L,2533267,2533413.0,147.0,627.3,444.0,2942,None,None,None,2530852,2415,2561.0,146.0,522,1528,nan
1529,1529,2100,2,106060,1.0,SSACC,L,2533414,nan,nan,None,None,None,None,None,None,2530852,2562,nan,nan,489,1529,nan
1530,1530,2100,2,107336,1.0,ESACC,L,2533414,2533447.0,34.0,631.3,445.2,652.8,489.0,1.29,219,2530852,2562,2595.0,33.0,489,1530,nan
1531,1531,2100,2,111427,1.0,EFIX,L,2533448,2533555.0,108.0,659.3,496.2,2889,None,None,None,2530852,2596,2703.0,107.0,523,1531,nan
1532,1532,2100,2,111481,1.0,SSACC,L,2533556,nan,nan,None,None,None,None,None,None,2530852,2704,nan,nan,490,1532,nan
1533,1533,2100,2,113238,1.0,ESACC,L,2533556,2533602.0,47.0,661.5,499.8,610.1,857.3,9.01,481,2530852,2704,2750.0,46.0,490,1533,nan
1534,1534,2100,2,120992,1.0,EFIX,L,2533603,2533809.0,207.0,598.6,867.0,3012,None,None,None,2530852,2751,2957.0,206.0,524,1534,nan
1535,1535,2100,2,121046,1.0,SSACC,L,2533810,nan,nan,None,None,None,None,None,None,2530852,2958,nan,nan,491,1535,nan
1536,1536,2100,2,121989,1.0,ESACC,L,2533810,2533834.0,25.0,597.7,874.1,571.6,911.4,1.11,119,2530852,2958,2982.0,24.0,491,1536,nan
1537,1537,2100,2,127597,1.0,EFIX,L,2533835,2533983.0,149.0,577.4,909.6,3077,None,None,None,2530852,2983,3131.0,148.0,525,1537,nan
1538,1538,2100,2,127651,1.0,SSACC,L,2533984,nan,nan,None,None,None,None,None,None,2530852,3132,nan,nan,492,1538,nan
1539,1539,2100,2,129963,1.0,ESACC,L,2533984,2534045.0,62.0,576.1,912.4,665.7,525.7,9.82,413,2530852,3132,3193.0,61.0,492,1539,nan
1540,1540,2100,2,145672,1.0,EFIX,L,2534046,2534467.0,422.0,664.8,512.8,3156,None,None,None,2530852,3194,3615.0,421.0,526,1540,nan
1541,1541,2100,2,145726,1.0,SSACC,L,2534468,nan,nan,None,None,None,None,None,None,2530852,3616,nan,nan,493,1541,nan
1542,1542,2100,2,147816,1.0,ESACC,L,2534468,2534523.0,56.0,659.9,522.7,713.5,802.2,7.15,350,2530852,3616,3671.0,55.0,493,1542,nan
1543,1543,2100,2,156384,1.0,EFIX,L,2534524,2534752.0,229.0,714.6,830.6,3300,None,None,None,2530852,3672,3900.0,228.0,527,1543,nan
1544,1544,2100,2,156438,1.0,SSACC,L,2534753,nan,nan,None,None,None,None,None,None,2530852,3901,nan,nan,494,1544,nan
1545,1545,2100,2,158232,1.0,ESACC,L,2534753,2534800.0,48.0,712.7,837.3,876.4,957.4,5.10,363,2530852,3901,3948.0,47.0,494,1545,nan
1546,1546,2100,2,163026,1.0,EFIX,L,2534801,2534927.0,127.0,893.3,964.9,3371,None,None,None,2530852,3949,4075.0,126.0,528,1546,nan
1547,1547,2100,2,163080,1.0,SSACC,L,2534928,nan,nan,None,None,None,None,None,None,2530852,4076,nan,nan,495,1547,nan
1548,1548,2100,2,173642,1.0,EBLINK,L,2535029,2535247.0,219.0,None,None,None,None,None,None,2530852,4177,4395.0,218.0,32,1548,nan
1549,1549,2100,2,178075,1.0,ESACC,L,2534928,2535366.0,439.0,899.1,968.9,646.8,567.1,11.78,611,2530852,4076,4514.0,438.0,495,1549,nan
1550,1550,2100,2,187902,1.0,EFIX,L,2535367,2535629.0,263.0,659.0,579.7,3462,None,None,None,2530852,4515,4777.0,262.0,529,1550,nan
1551,1551,2100,2,187956,1.0,SSACC,L,2535630,nan,nan,None,None,None,None,None,None,2530852,4778,nan,nan,496,1551,nan
1552,1552,2100,2,189528,1.0,ESACC,L,2535630,2535671.0,42.0,666.5,582.7,670.3,512.1,1.83,191,2530852,4778,4819.0,41.0,496,1552,nan
1553,1553,2100,2,206142,1.0,EFIX,L,2535672,2536115.0,444.0,672.3,508.6,3439,None,None,None,2530852,4820,5263.0,443.0,530,1553,nan
1554,1554,2100,2,222933,2.0,EFIX,L,2536821,2537243.0,423.0,688.6,536.9,2533,None,None,None,2536814,7,429.0,422.0,531,1554,nan
1555,1555,2100,2,222987,2.0,SSACC,L,2537244,nan,nan,None,None,None,None,None,None,2536814,430,nan,nan,497,1555,nan
1556,1556,2100,2,224781,2.0,ESACC,L,2537244,2537291.0,48.0,686.8,541.4,639.1,278.6,7.07,329,2536814,430,477.0,47.0,497,1556,nan
1557,1557,2100,2,232461,2.0,EFIX,L,2537292,2537496.0,205.0,639.6,288.2,2295,None,None,None,2536814,478,682.0,204.0,532,1557,nan
1558,1558,2100,2,232515,2.0,SSACC,L,2537497,nan,nan,None,None,None,None,None,None,2536814,683,nan,nan,498,1558,nan
1559,1559,2100,2,234457,2.0,ESACC,L,2537497,2537548.0,52.0,634.1,290.3,656.8,570.4,7.41,334,2536814,683,734.0,51.0,498,1559,nan
1560,1560,2100,2,255457,2.0,EFIX,L,2537549,2538113.0,565.0,652.0,591.2,2358,None,None,None,2536814,735,1299.0,564.0,533,1560,nan
1561,1561,2100,2,255511,2.0,SSACC,L,2538114,nan,nan,None,None,None,None,None,None,2536814,1300,nan,nan,499,1561,nan
1562,1562,2100,2,256491,2.0,ESACC,L,2538114,2538139.0,26.0,641.2,591.5,614.5,532.9,1.68,138,2536814,1300,1325.0,25.0,499,1562,nan
1563,1563,2100,2,267168,2.0,EFIX,L,2538140,2538425.0,286.0,618.8,539.2,2537,None,None,None,2536814,1326,1611.0,285.0,534,1563,nan
1564,1564,2100,2,267222,2.0,SSACC,L,2538426,nan,nan,None,None,None,None,None,None,2536814,1612,nan,nan,500,1564,nan
1565,1565,2100,2,268313,2.0,ESACC,L,2538426,2538454.0,29.0,619.2,541.0,650.1,502.1,1.32,133,2536814,1612,1640.0,28.0,500,1565,nan
1566,1566,2100,2,276548,2.0,EFIX,L,2538455,2538674.0,220.0,657.6,512.5,2433,None,None,None,2536814,1641,1860.0,219.0,535,1566,nan
1567,1567,2100,2,276602,2.0,SSACC,L,2538675,nan,nan,None,None,None,None,None,None,2536814,1861,nan,nan,501,1567,nan
