,level_0,subject_id,block_id,file_position,trial_id,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,start,stop,duration,type_count,index,phase
1568,1568,2100,2,277767,2.0,ESACC,L,2538675,2538705.0,31.0,663.4,510.4,622.4,416.4,2.72,202,2536814,1861,1891.0,30.0,501,1568,nan
1569,1569,2100,2,287741,2.0,EFIX,L,2538706,2538972.0,267.0,626.4,427.8,2191,None,None,None,2536814,1892,2158.0,266.0,536,1569,nan
1570,1570,2100,2,287795,2.0,SSACC,L,2538973,nan,nan,None,None,None,None,None,None,2536814,2159,nan,nan,502,1570,nan
1571,1571,2100,2,288627,2.0,ESACC,L,2538973,2538994.0,22.0,624.5,430.1,651.0,498.9,1.95,155,2536814,2159,2180.0,21.0,502,1571,nan
1572,1572,2100,2,294938,2.0,EFIX,L,2538995,2539162.0,168.0,643.6,497.5,2068,None,None,None,2536814,2181,2348.0,167.0,537,1572,nan
1573,1573,2100,2,294992,2.0,SSACC,L,2539163,nan,nan,None,None,None,None,None,None,2536814,2349,nan,nan,503,1573,nan
1574,1574,2100,2,295787,2.0,ESACC,L,2539163,2539183.0,21.0,640.4,499.1,639.5,525.3,0.68,88,2536814,2349,2369.0,20.0,503,1574,nan
1575,1575,2100,2,306649,2.0,EFIX,L,2539184,2539474.0,291.0,636.4,525.8,2087,None,None,None,2536814,2370,2660.0,290.0,538,1575,nan
1576,1576,2100,2,306703,2.0,SSACC,L,2539475,nan,nan,None,None,None,None,None,None,2536814,2661,nan,nan,504,1576,nan
1577,1577,2100,2,307313,2.0,ESACC,L,2539475,2539490.0,16.0,636.6,533.0,622.7,531.0,0.38,68,2536814,2661,2676.0,15.0,504,1577,nan
1578,1578,2100,2,312366,2.0,EFIX,L,2539491,2539624.0,134.0,628.1,531.2,2116,None,None,None,2536814,2677,2810.0,133.0,539,1578,nan
1579,1579,2100,2,312420,2.0,SSACC,L,2539625,nan,nan,None,None,None,None,None,None,2536814,2811,nan,nan,505,1579,nan
1580,1580,2100,2,313955,2.0,ESACC,L,2539625,2539665.0,41.0,631.8,532.1,613.2,382.8,3.96,211,2536814,2811,2851.0,40.0,505,1580,nan
1581,1581,2100,2,326556,2.0,EFIX,L,2539666,2540003.0,338.0,616.7,393.1,2036,None,None,None,2536814,2852,3189.0,337.0,540,1581,nan
1582,1582,2100,2,326610,2.0,SSACC,L,2540004,nan,nan,None,None,None,None,None,None,2536814,3190,nan,nan,506,1582,nan
1583,1583,2100,2,327590,2.0,ESACC,L,2540004,2540029.0,26.0,614.7,396.1,642.0,498.5,2.80,219,2536814,3190,3215.0,25.0,506,1583,nan
1584,1584,2100,2,333309,2.0,EFIX,L,2540030,2540181.0,152.0,634.8,488.6,2128,None,None,None,2536814,3216,3367.0,151.0,541,1584,nan
1585,1585,2100,2,333363,2.0,SSACC,L,2540182,nan,nan,None,None,None,None,None,None,2536814,3368,nan,nan,507,1585,nan
1586,1586,2100,2,334232,2.0,ESACC,L,2540182,2540204.0,23.0,635.7,491.3,620.8,536.2,1.24,130,2536814,3368,3390.0,22.0,507,1586,nan
1587,1587,2100,2,344687,2.0,EFIX,L,2540205,2540484.0,280.0,627.2,533.6,2332,None,None,None,2536814,3391,3670.0,279.0,542,1587,nan
1588,1588,2100,2,344741,2.0,SSACC,L,2540485,nan,nan,None,None,None,None,None,None,2536814,3671,nan,nan,508,1588,nan
1589,1589,2100,2,347534,2.0,ESACC,L,2540485,2540559.0,75.0,632.5,535.9,224.6,421.5,11.40,371,2536814,3671,3745.0,74.0,508,1589,nan
1590,1590,2100,2,352476,2.0,EFIX,L,2540560,2540690.0,131.0,206.2,423.5,2404,None,None,None,2536814,3746,3876.0,130.0,543,1590,nan
1591,1591,2100,2,352530,2.0,SSACC,L,2540691,nan,nan,None,None,None,None,None,None,2536814,3877,nan,nan,509,1591,nan
1592,1592,2100,2,354583,2.0,ESACC,L,2540691,2540745.0,55.0,201.4,425.4,514.7,427.6,8.47,369,2536814,3877,3931.0,54.0,509,1592,nan
1593,1593,2100,2,362263,2.0,EFIX,L,2540746,2540950.0,205.0,537.9,431.7,2271,None,None,None,2536814,3932,4136.0,204.0,544,1593,nan
1594,1594,2100,2,362317,2.0,SSACC,L,2540951,nan,nan,None,None,None,None,None,None,2536814,4137,nan,nan,510,1594,nan
1595,1595,2100,2,363297,2.0,ESACC,L,2540951,2540976.0,26.0,539.7,429.6,634.1,477.8,2.90,255,2536814,4137,4162.0,25.0,510,1595,nan
1596,1596,2100,2,370163,2.0,EFIX,L,2540977,2541159.0,183.0,627.2,474.0,2207,None,None,None,2536814,4163,4345.0,182.0,545,1596,nan
1597,1597,2100,2,370217,2.0,SSACC,L,2541160,nan,nan,None,None,None,None,None,None,2536814,4346,nan,nan,511,1597,nan
1598,1598,2100,2,371123,2.0,ESACC,L,2541160,2541183.0,24.0,632.3,475.2,632.7,528.4,1.39,152,2536814,4346,4369.0,23.0,511,1598,nan
1599,1599,2100,2,380653,2.0,EFIX,L,2541184,2541438.0,255.0,635.3,526.0,2253,None,None,None,2536814,4370,4624.0,254.0,546,1599,nan
1600,1600,2100,2,380707,2.0,SSACC,L,2541439,nan,nan,None,None,None,None,None,None,2536814,4625,nan,nan,512,1600,nan
1601,1601,2100,2,382538,2.0,ESACC,L,2541439,2541487.0,49.0,638.1,530.7,494.3,516.1,3.95,348,2536814,4625,4673.0,48.0,512,1601,nan
1602,1602,2100,2,391402,2.0,EFIX,L,2541488,2541724.0,237.0,485.9,515.5,2418,None,None,None,2536814,4674,4910.0,236.0,547,1602,nan
1603,1603,2100,2,391456,2.0,SSACC,L,2541725,nan,nan,None,None,None,None,None,None,2536814,4911,nan,nan,513,1603,nan
1604,1604,2100,2,393324,2.0,ESACC,L,2541725,2541774.0,50.0,489.9,516.8,515.7,892.8,9.31,390,2536814,4911,4960.0,49.0,513,1604,nan
1605,1605,2100,2,399894,2.0,EFIX,L,2541775,2541949.0,175.0,520.2,895.6,2491,None,None,None,2536814,4961,5135.0,174.0,548,1605,nan
1606,1606,2100,2,399948,2.0,SSACC,L,2541950,nan,nan,None,None,None,None,None,None,2536814,5136,nan,nan,514,1606,nan
1607,1607,2100,2,402351,2.0,ESACC,L,2541950,2542011.0,62.0,518.3,901.7,647.0,495.6,10.61,463,2536814,5136,5197.0,61.0,514,1607,nan
1608,1608,2100,2,404962,2.0,EFIX,L,2542012,2542079.0,68.0,648.7,480.8,2416,None,None,None,2536814,5198,5265.0,67.0,549,1608,nan
1609,1609,2100,2,406552,3.0,EFIX,L,2542798,2542798.0,1.0,661.7,451.1,2405,None,None,None,2542779,19,19.0,0.0,550,1609,nan
1610,1610,2100,2,406604,3.0,SSACC,L,2542799,nan,nan,None,None,None,None,None,None,2542779,20,nan,nan,515,1610,nan
1611,1611,2100,2,407621,3.0,ESACC,L,2542799,2542825.0,27.0,661.9,453.0,670.5,510.9,1.53,576,2542779,20,46.0,26.0,515,1611,nan
1612,1612,2100,2,420735,3.0,EFIX,L,2542826,2543176.0,351.0,671.8,513.9,2212,None,None,None,2542779,47,397.0,350.0,551,1612,nan
1613,1613,2100,2,420789,3.0,SSACC,L,2543177,nan,nan,None,None,None,None,None,None,2542779,398,nan,nan,516,1613,nan
1614,1614,2100,2,422620,3.0,ESACC,L,2543177,2543225.0,49.0,670.1,518.9,562.6,442.8,3.57,283,2542779,398,446.0,48.0,516,1614,nan
1615,1615,2100,2,431188,3.0,EFIX,L,2543226,2543454.0,229.0,550.2,442.5,2338,None,None,None,2542779,447,675.0,228.0,552,1615,nan
1616,1616,2100,2,431242,3.0,SSACC,L,2543455,nan,nan,None,None,None,None,None,None,2542779,676,nan,nan,517,1616,nan
1617,1617,2100,2,432444,3.0,ESACC,L,2543455,2543486.0,32.0,545.8,443.1,504.8,349.9,2.72,199,2542779,676,707.0,31.0,517,1617,nan
1618,1618,2100,2,439347,3.0,EFIX,L,2543487,2543670.0,184.0,505.2,359.2,2453,None,None,None,2542779,708,891.0,183.0,553,1618,nan
1619,1619,2100,2,439401,3.0,SSACC,L,2543671,nan,nan,None,None,None,None,None,None,2542779,892,nan,nan,518,1619,nan
1620,1620,2100,2,441380,3.0,ESACC,L,2543671,2543723.0,53.0,502.6,358.9,715.7,340.6,5.93,302,2542779,892,944.0,52.0,518,1620,nan
1621,1621,2100,2,452057,3.0,EFIX,L,2543724,2544009.0,286.0,737.7,340.6,2567,None,None,None,2542779,945,1230.0,285.0,554,1621,nan
1622,1622,2100,2,452111,3.0,SSACC,L,2544010,nan,nan,None,None,None,None,None,None,2542779,1231,nan,nan,519,1622,nan
1623,1623,2100,2,453979,3.0,ESACC,L,2544010,2544059.0,50.0,743.6,340.7,632.3,423.7,3.80,303,2542779,1231,1280.0,49.0,519,1623,nan
1624,1624,2100,2,460253,3.0,EFIX,L,2544060,2544226.0,167.0,626.8,433.4,2896,None,None,None,2542779,1281,1447.0,166.0,555,1624,nan
1625,1625,2100,2,460307,3.0,SSACC,L,2544227,nan,nan,None,None,None,None,None,None,2542779,1448,nan,nan,520,1625,nan
1626,1626,2100,2,461768,3.0,ESACC,L,2544227,2544265.0,39.0,627.4,434.3,555.9,463.4,2.12,291,2542779,1448,1486.0,38.0,520,1626,nan
1627,1627,2100,2,470965,3.0,EFIX,L,2544266,2544511.0,246.0,541.2,466.1,3184,None,None,None,2542779,1487,1732.0,245.0,556,1627,nan
1628,1628,2100,2,471019,3.0,SSACC,L,2544512,nan,nan,None,None,None,None,None,None,2542779,1733,nan,nan,521,1628,nan
1629,1629,2100,2,472443,3.0,ESACC,L,2544512,2544549.0,38.0,538.9,466.4,639.2,376.3,3.66,219,2542779,1733,1770.0,37.0,521,1629,nan
1630,1630,2100,2,480567,3.0,EFIX,L,2544550,2544766.0,217.0,645.1,390.9,3335,None,None,None,2542779,1771,1987.0,216.0,557,1630,nan
1631,1631,2100,2,480621,3.0,SSACC,L,2544767,nan,nan,None,None,None,None,None,None,2542779,1988,nan,nan,522,1631,nan
1632,1632,2100,2,482230,3.0,ESACC,L,2544767,2544809.0,43.0,651.1,393.1,603.0,339.8,1.95,196,2542779,1988,2030.0,42.0,522,1632,nan
1633,1633,2100,2,492056,3.0,EFIX,L,2544810,2545072.0,263.0,598.5,343.6,3469,None,None,None,2542779,2031,2293.0,262.0,558,1633,nan
1634,1634,2100,2,492110,3.0,SSACC,L,2545073,nan,nan,None,None,None,None,None,None,2542779,2294,nan,nan,523,1634,nan
1635,1635,2100,2,493090,3.0,ESACC,L,2545073,2545098.0,26.0,601.5,347.6,643.9,479.6,3.69,291,2542779,2294,2319.0,25.0,523,1635,nan
1636,1636,2100,2,499808,3.0,EFIX,L,2545099,2545277.0,179.0,642.6,471.5,3635,None,None,None,2542779,2320,2498.0,178.0,559,1636,nan
1637,1637,2100,2,499862,3.0,SSACC,L,2545278,nan,nan,None,None,None,None,None,None,2542779,2499,nan,nan,524,1637,nan
1638,1638,2100,2,500583,3.0,ESACC,L,2545278,2545296.0,19.0,646.0,478.6,643.7,505.2,0.70,79,2542779,2499,2517.0,18.0,524,1638,nan
1639,1639,2100,2,509928,3.0,EFIX,L,2545297,2545546.0,250.0,647.0,504.7,3510,None,None,None,2542779,2518,2767.0,249.0,560,1639,nan
1640,1640,2100,2,509982,3.0,SSACC,L,2545547,nan,nan,None,None,None,None,None,None,2542779,2768,nan,nan,525,1640,nan
1641,1641,2100,2,511184,3.0,ESACC,L,2545547,2545578.0,32.0,646.3,509.6,686.4,532.7,1.25,167,2542779,2768,2799.0,31.0,525,1641,nan
1642,1642,2100,2,518198,3.0,EFIX,L,2545579,2545765.0,187.0,694.1,533.9,3353,None,None,None,2542779,2800,2986.0,186.0,561,1642,nan
1643,1643,2100,2,518252,3.0,SSACC,L,2545766,nan,nan,None,None,None,None,None,None,2542779,2987,nan,nan,526,1643,nan
1644,1644,2100,2,519121,3.0,ESACC,L,2545766,2545788.0,23.0,697.0,536.3,671.3,498.9,1.20,123,2542779,2987,3009.0,22.0,526,1644,nan
1645,1645,2100,2,525506,3.0,EFIX,L,2545789,2545958.0,170.0,677.6,511.6,3365,None,None,None,2542779,3010,3179.0,169.0,562,1645,nan
1646,1646,2100,2,525560,3.0,SSACC,L,2545959,nan,nan,None,None,None,None,None,None,2542779,3180,nan,nan,527,1646,nan
1647,1647,2100,2,527835,3.0,ESACC,L,2545959,2546019.0,61.0,676.9,517.3,768.1,306.4,6.12,250,2542779,3180,3240.0,60.0,527,1647,nan
1648,1648,2100,2,536107,3.0,EFIX,L,2546020,2546240.0,221.0,773.4,299.5,3256,None,None,None,2542779,3241,3461.0,220.0,563,1648,nan
1649,1649,2100,2,536161,3.0,SSACC,L,2546241,nan,nan,None,None,None,None,None,None,2542779,3462,nan,nan,528,1649,nan
1650,1650,2100,2,537141,3.0,ESACC,L,2546241,2546266.0,26.0,771.4,304.8,726.0,223.4,2.53,159,2542779,3462,3487.0,25.0,528,1650,nan
1651,1651,2100,2,540455,3.0,EFIX,L,2546267,2546353.0,87.0,734.5,221.9,3233,None,None,None,2542779,3488,3574.0,86.0,564,1651,nan
1652,1652,2100,2,540508,3.0,SSACC,L,2546354,nan,nan,None,None,None,None,None,None,2542779,3575,nan,nan,529,1652,nan
1653,1653,2100,2,542154,3.0,ESACC,L,2546354,2546397.0,44.0,734.5,229.8,712.6,168.1,1.78,204,2542779,3575,3618.0,43.0,529,1653,nan
1654,1654,2100,2,548243,3.0,EFIX,L,2546398,2546559.0,162.0,708.8,160.3,3262,None,None,None,2542779,3619,3780.0,161.0,565,1654,nan
1655,1655,2100,2,548297,3.0,SSACC,L,2546560,nan,nan,None,None,None,None,None,None,2542779,3781,nan,nan,530,1655,nan
1656,1656,2100,2,550572,3.0,ESACC,L,2546560,2546620.0,61.0,710.7,162.2,554.7,433.5,8.46,468,2542779,3781,3841.0,60.0,530,1656,nan
1657,1657,2100,2,559917,3.0,EFIX,L,2546621,2546870.0,250.0,556.1,462.4,3574,None,None,None,2542779,3842,4091.0,249.0,566,1657,nan
1658,1658,2100,2,559971,3.0,SSACC,L,2546871,nan,nan,None,None,None,None,None,None,2542779,4092,nan,nan,531,1658,nan
1659,1659,2100,2,561432,3.0,ESACC,L,2546871,2546909.0,39.0,555.5,465.8,641.1,530.1,2.89,336,2542779,4092,4130.0,38.0,531,1659,nan
1660,1660,2100,2,579472,3.0,EFIX,L,2546910,2547394.0,485.0,657.7,534.2,3772,None,None,None,2542779,4131,4615.0,484.0,567,1660,nan
1661,1661,2100,2,579526,3.0,SSACC,L,2547395,nan,nan,None,None,None,None,None,None,2542779,4616,nan,nan,532,1661,nan
1662,1662,2100,2,580099,3.0,ESACC,L,2547395,2547409.0,15.0,659.7,527.1,685.7,507.7,0.87,85,2542779,4616,4630.0,14.0,532,1662,nan
1663,1663,2100,2,596067,3.0,EFIX,L,2547410,2547838.0,429.0,680.9,508.0,3885,None,None,None,2542779,4631,5059.0,428.0,568,1663,nan
1664,1664,2100,2,596121,3.0,SSACC,L,2547839,nan,nan,None,None,None,None,None,None,2542779,5060,nan,nan,533,1664,nan
1665,1665,2100,2,597175,3.0,ESACC,L,2547839,2547866.0,28.0,681.9,513.8,696.4,440.7,1.96,107,2542779,5060,5087.0,27.0,533,1665,nan
1666,1666,2100,2,603355,3.0,EFIX,L,2547867,2548028.0,162.0,697.6,456.6,3942,None,None,None,2542779,5088,5249.0,161.0,569,1666,nan
1667,1667,2100,2,618701,4.0,EFIX,L,2548733,2549116.0,384.0,692.4,542.1,2691,None,None,None,2548726,7,390.0,383.0,570,1667,nan
1668,1668,2100,2,618755,4.0,SSACC,L,2549117,nan,nan,None,None,None,None,None,None,2548726,391,nan,nan,534,1668,nan
1669,1669,2100,2,620253,4.0,ESACC,L,2549117,2549156.0,40.0,686.0,547.2,701.4,368.2,4.72,207,2548726,391,430.0,39.0,534,1669,nan
1670,1670,2100,2,629968,4.0,EFIX,L,2549157,2549416.0,260.0,701.4,375.5,2377,None,None,None,2548726,431,690.0,259.0,571,1670,nan
1671,1671,2100,2,630022,4.0,SSACC,L,2549417,nan,nan,None,None,None,None,None,None,2548726,691,nan,nan,535,1671,nan
1672,1672,2100,2,631372,4.0,ESACC,L,2549417,2549452.0,36.0,699.1,378.4,632.7,452.0,2.68,237,2548726,691,726.0,35.0,535,1672,nan
1673,1673,2100,2,669133,4.0,EFIX,L,2549453,2550470.0,1018.0,618.5,438.9,3130,None,None,None,2548726,727,1744.0,1017.0,572,1673,nan
1674,1674,2100,2,669188,4.0,SSACC,L,2550471,nan,nan,None,None,None,None,None,None,2548726,1745,nan,nan,536,1674,nan
1675,1675,2100,2,670094,4.0,ESACC,L,2550471,2550494.0,24.0,622.7,425.3,680.2,462.0,1.86,145,2548726,1745,1768.0,23.0,536,1675,nan
1676,1676,2100,2,683509,4.0,EFIX,L,2550495,2550854.0,360.0,670.3,462.2,3675,None,None,None,2548726,1769,2128.0,359.0,573,1676,nan
1677,1677,2100,2,683563,4.0,SSACC,L,2550855,nan,nan,None,None,None,None,None,None,2548726,2129,nan,nan,537,1677,nan
1678,1678,2100,2,684728,4.0,ESACC,L,2550855,2550885.0,31.0,667.8,464.3,614.1,455.6,1.50,207,2548726,2129,2159.0,30.0,537,1678,nan
1679,1679,2100,2,693296,4.0,EFIX,L,2550886,2551114.0,229.0,615.6,463.6,3719,None,None,None,2548726,2160,2388.0,228.0,574,1679,nan
1680,1680,2100,2,693350,4.0,SSACC,L,2551115,nan,nan,None,None,None,None,None,None,2548726,2389,nan,nan,538,1680,nan
1681,1681,2100,2,694256,4.0,ESACC,L,2551115,2551138.0,24.0,619.1,464.9,660.4,503.2,1.52,156,2548726,2389,2412.0,23.0,538,1681,nan
1682,1682,2100,2,702417,4.0,EFIX,L,2551139,2551356.0,218.0,662.8,501.2,3627,None,None,None,2548726,2413,2630.0,217.0,575,1682,nan
1683,1683,2100,2,702471,4.0,SSACC,L,2551357,nan,nan,None,None,None,None,None,None,2548726,2631,nan,nan,539,1683,nan
1684,1684,2100,2,703192,4.0,ESACC,L,2551357,2551375.0,19.0,670.2,505.2,657.9,514.7,0.42,80,2548726,2631,2649.0,18.0,539,1684,nan
1685,1685,2100,2,725043,4.0,EFIX,L,2551376,2551963.0,588.0,654.5,518.8,3412,None,None,None,2548726,2650,3237.0,587.0,576,1685,nan
1686,1686,2100,2,725097,4.0,SSACC,L,2551964,nan,nan,None,None,None,None,None,None,2548726,3238,nan,nan,540,1686,nan
1687,1687,2100,2,726151,4.0,ESACC,L,2551964,2551991.0,28.0,650.3,524.0,705.7,495.1,1.70,104,2548726,3238,3265.0,27.0,540,1687,nan
1688,1688,2100,2,732240,4.0,EFIX,L,2551992,2552153.0,162.0,698.8,506.1,3549,None,None,None,2548726,3266,3427.0,161.0,577,1688,nan
1689,1689,2100,2,732294,4.0,SSACC,L,2552154,nan,nan,None,None,None,None,None,None,2548726,3428,nan,nan,541,1689,nan
1690,1690,2100,2,733200,4.0,ESACC,L,2552154,2552177.0,24.0,697.9,509.5,665.0,531.8,1.07,142,2548726,3428,3451.0,23.0,541,1690,nan
1691,1691,2100,2,773884,4.0,EFIX,L,2552178,2553274.0,1097.0,663.5,540.9,3581,None,None,None,2548726,3452,4548.0,1096.0,578,1691,nan
1692,1692,2100,2,773939,4.0,SSACC,L,2553275,nan,nan,None,None,None,None,None,None,2548726,4549,nan,nan,542,1692,nan
1693,1693,2100,2,774956,4.0,ESACC,L,2553275,2553301.0,27.0,672.5,544.1,660.3,537.4,0.38,103,2548726,4549,4575.0,26.0,542,1693,nan
1694,1694,2100,2,800117,4.0,EFIX,L,2553302,2553976.0,675.0,651.2,549.9,3653,None,None,None,2548726,4576,5250.0,674.0,579,1694,nan
1695,1695,2100,2,800975,5.0,SSACC,L,2554608,nan,nan,None,None,None,None,None,None,2554607,1,nan,nan,543,1695,nan
1696,1696,2100,2,802220,5.0,EBLINK,L,2554608,2554646.0,39.0,None,None,None,None,None,None,2554607,1,39.0,38.0,33,1696,nan
1697,1697,2100,2,804691,5.0,ESACC,L,2554608,2554712.0,105.0,.,.,678.5,556.9,3.7e+006,734,2554607,1,105.0,104.0,543,1697,nan
1698,1698,2100,2,816581,5.0,EFIX,L,2554713,2555030.0,318.0,680.8,548.4,2162,None,None,None,2554607,106,423.0,317.0,580,1698,nan
1699,1699,2100,2,816635,5.0,SSACC,L,2555031,nan,nan,None,None,None,None,None,None,2554607,424,nan,nan,544,1699,nan
1700,1700,2100,2,817911,5.0,ESACC,L,2555031,2555064.0,34.0,678.3,544.7,635.5,473.1,2.21,148,2554607,424,457.0,33.0,544,1700,nan
1701,1701,2100,2,826516,5.0,EFIX,L,2555065,2555294.0,230.0,632.6,484.3,2056,None,None,None,2554607,458,687.0,229.0,581,1701,nan
1702,1702,2100,2,826570,5.0,SSACC,L,2555295,nan,nan,None,None,None,None,None,None,2554607,688,nan,nan,545,1702,nan
1703,1703,2100,2,827735,5.0,ESACC,L,2555295,2555325.0,31.0,627.0,482.5,666.0,494.5,1.12,165,2554607,688,718.0,30.0,545,1703,nan
1704,1704,2100,2,858836,5.0,EFIX,L,2555326,2556163.0,838.0,668.2,499.4,2579,None,None,None,2554607,719,1556.0,837.0,582,1704,nan
1705,1705,2100,2,858890,5.0,SSACC,L,2556164,nan,nan,None,None,None,None,None,None,2554607,1557,nan,nan,546,1705,nan
1706,1706,2100,2,859648,5.0,ESACC,L,2556164,2556183.0,20.0,666.1,490.2,655.4,497.3,0.35,75,2554607,1557,1576.0,19.0,546,1706,nan
1707,1707,2100,2,876245,5.0,EFIX,L,2556184,2556629.0,446.0,661.1,496.7,3182,None,None,None,2554607,1577,2022.0,445.0,583,1707,nan
1708,1708,2100,2,876299,5.0,SSACC,L,2556630,nan,nan,None,None,None,None,None,None,2554607,2023,nan,nan,547,1708,nan
1709,1709,2100,2,877094,5.0,ESACC,L,2556630,2556650.0,21.0,661.5,494.0,713.8,505.5,1.47,124,2554607,2023,2043.0,20.0,547,1709,nan
1710,1710,2100,2,882998,5.0,EFIX,L,2556651,2556807.0,157.0,706.5,506.5,3237,None,None,None,2554607,2044,2200.0,156.0,584,1710,nan
1711,1711,2100,2,883052,5.0,SSACC,L,2556808,nan,nan,None,None,None,None,None,None,2554607,2201,nan,nan,548,1711,nan
1712,1712,2100,2,884365,5.0,ESACC,L,2556808,2556842.0,35.0,710.6,509.7,670.6,518.1,1.12,203,2554607,2201,2235.0,34.0,548,1712,nan
1713,1713,2100,2,889751,5.0,EFIX,L,2556843,2556985.0,143.0,665.3,521.1,3264,None,None,None,2554607,2236,2378.0,142.0,585,1713,nan
1714,1714,2100,2,889805,5.0,SSACC,L,2556986,nan,nan,None,None,None,None,None,None,2554607,2379,nan,nan,549,1714,nan
1715,1715,2100,2,890600,5.0,ESACC,L,2556986,2557006.0,21.0,669.7,521.9,662.3,551.7,0.80,86,2554607,2379,2399.0,20.0,549,1715,nan
1716,1716,2100,2,897059,5.0,EFIX,L,2557007,2557178.0,172.0,664.1,546.6,3263,None,None,None,2554607,2400,2571.0,171.0,586,1716,nan
1717,1717,2100,2,897113,5.0,SSACC,L,2557179,nan,nan,None,None,None,None,None,None,2554607,2572,nan,nan,550,1717,nan
1718,1718,2100,2,897797,5.0,ESACC,L,2557179,2557196.0,18.0,663.5,551.8,650.7,556.4,0.37,72,2554607,2572,2589.0,17.0,550,1718,nan
1719,1719,2100,2,904774,5.0,EFIX,L,2557197,2557382.0,186.0,654.5,560.4,3071,None,None,None,2554607,2590,2775.0,185.0,587,1719,nan
1720,1720,2100,2,904828,5.0,SSACC,L,2557383,nan,nan,None,None,None,None,None,None,2554607,2776,nan,nan,551,1720,nan
1721,1721,2100,2,906437,5.0,ESACC,L,2557383,2557425.0,43.0,655.9,563.9,819.2,510.1,4.67,208,2554607,2776,2818.0,42.0,551,1721,nan
1722,1722,2100,2,911638,5.0,EFIX,L,2557426,2557563.0,138.0,822.6,515.9,2774,None,None,None,2554607,2819,2956.0,137.0,588,1722,nan
1723,1723,2100,2,911692,5.0,SSACC,L,2557564,nan,nan,None,None,None,None,None,None,2554607,2957,nan,nan,552,1723,nan
1724,1724,2100,2,912820,5.0,ESACC,L,2557564,2557593.0,30.0,828.9,517.0,685.0,556.9,4.06,315,2554607,2957,2986.0,29.0,552,1724,nan
1725,1725,2100,2,922720,5.0,EFIX,L,2557594,2557858.0,265.0,699.6,560.5,2695,None,None,None,2554607,2987,3251.0,264.0,589,1725,nan
1726,1726,2100,2,922774,5.0,SSACC,L,2557859,nan,nan,None,None,None,None,None,None,2554607,3252,nan,nan,553,1726,nan
1727,1727,2100,2,923606,5.0,ESACC,L,2557859,2557880.0,22.0,699.9,560.9,654.4,556.4,1.25,134,2554607,3252,3273.0,21.0,553,1727,nan
1728,1728,2100,2,937539,5.0,EFIX,L,2557881,2558254.0,374.0,657.1,558.9,2812,None,None,None,2554607,3274,3647.0,373.0,590,1728,nan
1729,1729,2100,2,937593,5.0,SSACC,L,2558255,nan,nan,None,None,None,None,None,None,2554607,3648,nan,nan,554,1729,nan
1730,1730,2100,2,938425,5.0,ESACC,L,2558255,2558276.0,22.0,651.5,562.2,702.9,534.7,1.58,144,2554607,3648,3669.0,21.0,554,1730,nan
1731,1731,2100,2,950693,5.0,EFIX,L,2558277,2558605.0,329.0,696.6,542.8,2949,None,None,None,2554607,3670,3998.0,328.0,591,1731,nan
1732,1732,2100,2,950747,5.0,SSACC,L,2558606,nan,nan,None,None,None,None,None,None,2554607,3999,nan,nan,555,1732,nan
1733,1733,2100,2,951801,5.0,ESACC,L,2558606,2558633.0,28.0,693.3,543.4,666.6,559.2,0.84,150,2554607,3999,4026.0,27.0,555,1733,nan
1734,1734,2100,2,969693,5.0,EFIX,L,2558634,2559114.0,481.0,665.3,563.9,3084,None,None,None,2554607,4027,4507.0,480.0,592,1734,nan
1735,1735,2100,2,969747,5.0,SSACC,L,2559115,nan,nan,None,None,None,None,None,None,2554607,4508,nan,nan,556,1735,nan
1736,1736,2100,2,970616,5.0,ESACC,L,2559115,2559137.0,23.0,670.6,565.7,643.3,543.1,0.95,107,2554607,4508,4530.0,22.0,556,1736,nan
1737,1737,2100,2,983143,5.0,EFIX,L,2559138,2559473.0,336.0,650.1,551.5,3186,None,None,None,2554607,4531,4866.0,335.0,593,1737,nan
1738,1738,2100,2,983197,5.0,SSACC,L,2559474,nan,nan,None,None,None,None,None,None,2554607,4867,nan,nan,557,1738,nan
1739,1739,2100,2,984066,5.0,ESACC,L,2559474,2559496.0,23.0,650.9,551.7,695.2,559.9,1.23,136,2554607,4867,4889.0,22.0,557,1739,nan
1740,1740,2100,2,997646,5.0,EFIX,L,2559497,2559858.0,362.0,696.4,557.2,3130,None,None,None,2554607,4890,5251.0,361.0,594,1740,nan
1741,1741,2100,2,1000312,6.0,EFIX,L,2560598,2560605.0,8.0,661.4,468.4,2214,None,None,None,2560556,42,49.0,7.0,595,1741,nan
1742,1742,2100,2,1000364,6.0,SSACC,L,2560606,nan,nan,None,None,None,None,None,None,2560556,50,nan,nan,558,1742,nan
1743,1743,2100,2,1001677,6.0,ESACC,L,2560606,2560640.0,35.0,660.7,476.4,665.5,515.9,1.04,355,2560556,50,84.0,34.0,558,1743,nan
1744,1744,2100,2,1014051,6.0,EFIX,L,2560641,2560971.0,331.0,663.7,519.8,1973,None,None,None,2560556,85,415.0,330.0,596,1744,nan
1745,1745,2100,2,1014105,6.0,SSACC,L,2560972,nan,nan,None,None,None,None,None,None,2560556,416,nan,nan,559,1745,nan
1746,1746,2100,2,1015714,6.0,ESACC,L,2560972,2561014.0,43.0,662.6,522.9,605.0,430.6,2.89,205,2560556,416,458.0,42.0,559,1746,nan
