,subject_id,block_id,file_position,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,trial_id,level_0,index,phase
161,1020,1,802937,ESACC,L,1057331,1057345,15,638.2,559.1,625.0,528.7,0.87,72,1057180,5.0,40,4,test
162,1020,1,811542,EFIX,L,1057346,1057575,230,628.2,525.2,2806,None,None,None,1057180,5.0,40,4,test
163,1020,1,811596,SSACC,L,1057576,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
164,1020,1,813131,ESACC,L,1057576,1057616,41,628.8,527.0,393.2,503.2,6.45,253,1057180,5.0,40,4,test
165,1020,1,822032,EFIX,L,1057617,1057854,238,393.7,502.7,2980,None,None,None,1057180,5.0,40,4,test
166,1020,1,822086,SSACC,L,1057855,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
167,1020,1,823991,ESACC,L,1057855,1057905,51,393.5,502.5,888.1,440.6,13.54,425,1057180,5.0,40,4,test
168,1020,1,838664,EFIX,L,1057906,1058299,394,873.8,435.0,3096,None,None,None,1057180,5.0,40,4,test
169,1020,1,838718,SSACC,L,1058300,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
170,1020,1,840327,ESACC,L,1058300,1058342,43,871.3,428.9,556.5,453.7,8.66,360,1057180,5.0,40,4,test
171,1020,1,854038,EFIX,L,1058343,1058710,368,561.9,452.5,3536,None,None,None,1057180,5.0,40,4,test
172,1020,1,854092,SSACC,L,1058711,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
173,1020,1,855220,ESACC,L,1058711,1058740,30,561.4,450.4,409.4,415.0,4.28,237,1057180,5.0,40,4,test
174,1020,1,869634,EFIX,L,1058741,1059127,387,398.5,421.1,3386,None,None,None,1057180,5.0,40,4,test
175,1020,1,869688,SSACC,L,1059128,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
176,1020,1,871186,ESACC,L,1059128,1059167,40,401.2,429.5,580.5,528.2,5.54,277,1057180,5.0,40,4,test
177,1020,1,882233,EFIX,L,1059168,1059463,296,580.0,523.0,3051,None,None,None,1057180,5.0,40,4,test
178,1020,1,882287,SSACC,L,1059464,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
179,1020,1,883045,ESACC,L,1059464,1059483,20,579.5,517.7,629.2,548.4,1.58,121,1057180,5.0,40,4,test
180,1020,1,889874,EFIX,L,1059484,1059665,182,634.1,544.2,3366,None,None,None,1057180,5.0,40,4,test
181,1020,1,889928,SSACC,L,1059666,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
182,1020,1,891944,ESACC,L,1059666,1059719,54,631.5,541.0,502.1,949.6,10.55,397,1057180,5.0,40,4,test
183,1020,1,897441,EFIX,L,1059720,1059865,146,500.6,944.3,3475,None,None,None,1057180,5.0,40,4,test
184,1020,1,897495,SSACC,L,1059866,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
185,1020,1,899807,ESACC,L,1059866,1059927,62,503.2,944.9,399.8,525.9,10.58,331,1057180,5.0,40,4,test
186,1020,1,906044,EFIX,L,1059928,1060093,166,402.7,537.1,3319,None,None,None,1057180,5.0,40,4,test
187,1020,1,906098,SSACC,L,1060094,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
188,1020,1,906819,ESACC,L,1060094,1060112,19,403.0,542.8,375.2,494.9,1.45,109,1057180,5.0,40,4,test
189,1020,1,924045,EFIX,L,1060113,1060575,463,368.0,480.5,3560,None,None,None,1057180,5.0,40,4,test
